FileName,FileSize
csvFileRead.py,831
file.py,670
FileExample_for_readingIPAddress.py,860
file_reading_name.py,656
file_read_csv.py,0
resultIp_16_11.txt,45
result_read_name.txt,106
testFile.txt,118
testFile1.txt,140
testFile2.txt,118
writeFileNameAndSizeofAllfiles.py,822
